User_ID,Page_Viewed,Time_Spent_Seconds
User_2174,Product Page,107
User_2106,Cart Page,337
User_2422,Product Page,599
User_385,Category Page,332
User_1259,Product Page,287
User_1233,Product Page,26
User_3126,Checkout Page,497
User_2970,Cart Page,47
User_978,Product Page,43
User_535,Homepage,595
User_1524,Checkout Page,496
User_4745,Product Page,211
User_1662,Checkout Page,271
User_3101,Category Page,390
User_4021,Category Page,305
User_1648,Category Page,104
User_1674,Cart Page,529
User_4078,Category Page,376
User_4298,Cart Page,402
User_4872,Category Page,477
User_681,Homepage,248
User_1604,Homepage,412
User_4737,Homepage,534
User_1005,Product Page,351
User_1571,Category Page,131
User_4823,Product Page,541
User_4844,Category Page,465
User_1458,Cart Page,494
User_3475,Homepage,516
User_2456,Cart Page,263
User_2880,Checkout Page,534
User_1213,Cart Page,557
User_1881,Category Page,122
User_4083,Product Page,334
User_1965,Category Page,166
User_570,Category Page,481
User_2820,Checkout Page,511
User_2962,Cart Page,237
User_2729,Checkout Page,596
User_3409,Homepage,407
User_2751,Checkout Page,408
User_4766,Category Page,77
User_2309,Checkout Page,11
User_3542,Product Page,416
User_2193,Cart Page,92
User_1457,Category Page,483
User_3465,Product Page,168
User_4095,Cart Page,114
User_3979,Checkout Page,310
User_2046,Product Page,522
User_2497,Product Page,336
User_3167,Category Page,427
User_1211,Category Page,553
User_3294,Homepage,219
User_3577,Homepage,520
User_3946,Homepage,111
User_370,Category Page,118
User_4954,Homepage,244
User_2397,Cart Page,567
User_2005,Checkout Page,586
User_2534,Category Page,400
User_4602,Homepage,190
User_3459,Product Page,145
User_2719,Homepage,153
User_3954,Product Page,123
User_1798,Cart Page,260
User_4478,Homepage,511
User_2685,Category Page,150
User_3191,Checkout Page,365
User_425,Category Page,169
User_3845,Cart Page,337
User_3289,Product Page,36
User_1776,Product Page,224
User_3235,Homepage,425
User_222,Product Page,362
User_4919,Product Page,523
User_3388,Homepage,552
User_1999,Product Page,281
User_3764,Cart Page,154
User_4829,Checkout Page,214
User_2153,Cart Page,204
User_53,Cart Page,374
User_1294,Cart Page,417
User_2554,Cart Page,158
User_2594,Category Page,590
User_2903,Homepage,274
User_2877,Homepage,109
User_2229,Homepage,488
User_1956,Product Page,475
User_3862,Checkout Page,370
User_2943,Homepage,79
User_2503,Homepage,439
User_1725,Checkout Page,26
User_123,Category Page,531
User_523,Product Page,576
User_2080,Cart Page,396
User_4809,Homepage,448
User_581,Cart Page,106
User_4704,Category Page,294
User_709,Product Page,464
User_1560,Product Page,577
User_2277,Homepage,494
User_1035,Cart Page,82
User_2415,Product Page,267
User_2381,Category Page,30
User_2191,Cart Page,216
User_3484,Homepage,296
User_1595,Product Page,565
User_1502,Cart Page,390
User_4051,Checkout Page,33
User_576,Cart Page,560
User_4246,Product Page,503
User_3240,Checkout Page,584
User_3386,Cart Page,279
User_822,Category Page,215
User_4920,Product Page,377
User_1220,Homepage,63
User_873,Homepage,428
User_801,Category Page,58
User_2800,Homepage,201
User_4793,Cart Page,492
User_1160,Homepage,350
User_2026,Category Page,44
User_923,Cart Page,446
User_3203,Product Page,556
User_2161,Category Page,365
User_146,Cart Page,581
User_3071,Category Page,335
User_987,Product Page,225
User_2962,Cart Page,372
User_1945,Homepage,545
User_3524,Product Page,10
User_1029,Category Page,356
User_3762,Checkout Page,515
User_4044,Cart Page,315
User_313,Product Page,531
User_509,Checkout Page,373
User_4360,Cart Page,367
User_935,Homepage,244
User_1630,Product Page,214
User_2288,Product Page,348
User_1312,Product Page,249
User_4314,Homepage,421
User_2639,Category Page,552
User_3196,Cart Page,478
User_2985,Homepage,549
User_3057,Category Page,466
User_2936,Checkout Page,348
User_1740,Checkout Page,367
User_4228,Category Page,11
User_3087,Homepage,587
User_4069,Product Page,589
User_3530,Checkout Page,537
User_1488,Cart Page,49
User_3073,Product Page,438
User_424,Cart Page,558
User_670,Cart Page,442
User_590,Checkout Page,108
User_1527,Category Page,197
User_916,Product Page,528
User_3468,Category Page,333
User_2555,Checkout Page,329
User_2092,Cart Page,66
User_690,Category Page,509
User_1919,Homepage,54
User_929,Category Page,39
User_3178,Cart Page,472
User_3468,Homepage,243
User_3227,Product Page,260
User_5000,Homepage,447
User_2775,Product Page,174
User_2449,Product Page,106
User_702,Cart Page,51
User_1573,Product Page,200
User_2256,Cart Page,583
User_269,Checkout Page,148
User_1796,Product Page,593
User_48,Cart Page,105
User_683,Product Page,239
User_4077,Homepage,192
User_4820,Checkout Page,351
User_2528,Product Page,483
User_2475,Homepage,99
User_3424,Homepage,220
User_2079,Homepage,237
User_4200,Product Page,267
User_2444,Homepage,588
User_414,Category Page,539
User_155,Cart Page,348
User_3806,Homepage,211
User_1461,Homepage,328
User_1375,Homepage,312
User_2689,Homepage,400
User_842,Checkout Page,419
User_2287,Cart Page,77
User_3713,Product Page,312
User_3830,Category Page,272
User_2749,Homepage,236
User_567,Homepage,14
User_572,Checkout Page,33
User_3876,Checkout Page,480
User_4117,Homepage,115
User_1835,Cart Page,316
User_4114,Product Page,533
User_209,Cart Page,324
User_3595,Homepage,256
User_2732,Checkout Page,167
User_4949,Product Page,197
User_513,Product Page,47
User_4151,Checkout Page,456
User_3757,Cart Page,460
User_1489,Checkout Page,136
User_4997,Checkout Page,17
User_2249,Checkout Page,583
User_1743,Checkout Page,362
User_4084,Checkout Page,98
User_2196,Homepage,202
User_4970,Homepage,200
User_3879,Checkout Page,102
User_1185,Cart Page,414
User_4054,Homepage,437
User_2940,Product Page,286
User_1754,Product Page,573
User_3554,Category Page,300
User_3164,Checkout Page,553
User_830,Product Page,255
User_697,Homepage,539
User_1034,Cart Page,150
User_1035,Homepage,473
User_297,Category Page,63
User_1755,Cart Page,500
User_1406,Product Page,50
User_2694,Homepage,367
User_1619,Cart Page,42
User_3521,Checkout Page,39
User_1447,Checkout Page,173
User_1337,Checkout Page,11
User_4291,Checkout Page,419
User_4928,Product Page,192
User_3397,Homepage,148
User_477,Category Page,307
User_4814,Cart Page,536
User_3929,Homepage,414
User_4594,Category Page,122
User_4963,Cart Page,581
User_4336,Cart Page,325
User_635,Category Page,104
User_4331,Category Page,68
User_1249,Category Page,462
User_3557,Product Page,544
User_4143,Product Page,128
User_3808,Cart Page,338
User_3382,Cart Page,317
User_2448,Category Page,148
User_2888,Product Page,209
User_1344,Category Page,180
User_2072,Checkout Page,331
User_2260,Category Page,565
User_3169,Homepage,386
User_4401,Product Page,499
User_466,Product Page,155
User_2579,Checkout Page,556
User_1392,Product Page,156
User_4682,Product Page,487
User_1846,Checkout Page,364
User_4752,Category Page,180
User_1637,Checkout Page,123
User_13,Product Page,484
User_3871,Category Page,152
User_3664,Homepage,517
User_3655,Homepage,27
User_2293,Category Page,120
User_3321,Product Page,314
User_1792,Category Page,493
User_317,Category Page,583
User_2673,Cart Page,55
User_1090,Category Page,97
User_2149,Category Page,266
User_1060,Category Page,85
User_1343,Checkout Page,267
User_4142,Product Page,525
User_1689,Product Page,102
User_2890,Homepage,412
User_2831,Product Page,305
User_2427,Cart Page,130
User_1719,Product Page,131
User_3413,Homepage,105
User_243,Checkout Page,30
User_498,Category Page,62
User_3920,Cart Page,412
User_2298,Cart Page,213
User_622,Checkout Page,360
User_4289,Homepage,439
User_2207,Homepage,371
User_4,Homepage,278
User_4791,Product Page,29
User_1012,Homepage,552
User_3443,Product Page,280
User_660,Product Page,500
User_3250,Checkout Page,322
User_795,Cart Page,76
User_4664,Product Page,173
User_1371,Cart Page,425
User_3273,Checkout Page,379
User_1252,Checkout Page,137
User_1860,Cart Page,208
User_4520,Cart Page,359
User_828,Checkout Page,384
User_1982,Homepage,201
User_1528,Product Page,125
User_3498,Checkout Page,82
User_1171,Cart Page,197
User_3278,Category Page,479
User_3519,Category Page,28
User_6,Category Page,477
User_2385,Cart Page,106
User_664,Category Page,216
User_1131,Category Page,115
User_3400,Cart Page,397
User_47,Homepage,57
User_3478,Product Page,20
User_4086,Product Page,169
User_4941,Cart Page,64
User_2112,Category Page,436
User_661,Category Page,461
User_355,Cart Page,423
User_1916,Cart Page,227
User_3654,Cart Page,312
User_513,Category Page,269
User_1567,Cart Page,346
User_4405,Product Page,227
User_686,Homepage,402
User_3868,Cart Page,209
User_3766,Cart Page,84
User_666,Product Page,131
User_4965,Category Page,483
User_715,Category Page,254
User_2653,Product Page,499
User_43,Category Page,296
User_3251,Homepage,290
User_2201,Checkout Page,179
User_3613,Homepage,293
User_3141,Checkout Page,522
User_757,Checkout Page,308
User_2059,Product Page,429
User_3433,Category Page,321
User_4300,Cart Page,299
User_434,Category Page,403
User_503,Cart Page,35
User_3763,Category Page,57
User_2948,Product Page,135
User_1921,Homepage,598
User_4817,Cart Page,221
User_1573,Checkout Page,544
User_700,Homepage,312
User_1385,Checkout Page,580
User_422,Product Page,529
User_2767,Cart Page,448
User_3001,Cart Page,448
User_3038,Cart Page,262
User_3895,Checkout Page,116
User_3453,Checkout Page,490
User_4240,Product Page,532
User_3293,Product Page,92
User_1509,Category Page,330
User_2589,Homepage,401
User_2548,Homepage,202
User_3740,Category Page,550
User_1478,Category Page,330
User_273,Checkout Page,190
User_4490,Homepage,266
User_4774,Homepage,529
User_2475,Category Page,458
User_564,Homepage,404
User_2498,Cart Page,305
User_2970,Category Page,217
User_2642,Homepage,259
User_4889,Homepage,591
User_4935,Checkout Page,357
User_4670,Product Page,143
User_660,Product Page,113
User_4305,Cart Page,272
User_2842,Homepage,202
User_1828,Homepage,484
User_3415,Category Page,85
User_3814,Homepage,153
User_4773,Checkout Page,300
User_3852,Category Page,504
User_84,Homepage,494
User_338,Homepage,291
User_1311,Category Page,433
User_200,Category Page,97
User_303,Homepage,511
User_3947,Checkout Page,302
User_2534,Checkout Page,529
User_3143,Homepage,593
User_2506,Product Page,164
User_2078,Category Page,305
User_3510,Cart Page,87
User_413,Category Page,454
User_2683,Cart Page,47
User_3081,Checkout Page,521
User_1388,Category Page,242
User_1550,Category Page,13
User_2557,Cart Page,264
User_1016,Product Page,433
User_4041,Homepage,553
User_2682,Homepage,130
User_1954,Homepage,184
User_3172,Product Page,263
User_4173,Checkout Page,60
User_3406,Category Page,300
User_331,Checkout Page,240
User_3494,Checkout Page,518
User_3650,Category Page,523
User_4233,Category Page,548
User_290,Cart Page,203
User_432,Product Page,159
User_2173,Checkout Page,224
User_2267,Category Page,68
User_3045,Cart Page,246
User_1547,Cart Page,51
User_3709,Product Page,97
User_3704,Cart Page,117
User_598,Checkout Page,476
User_3540,Homepage,557
User_3508,Product Page,46
User_820,Checkout Page,320
User_4766,Cart Page,223
User_2616,Category Page,103
User_3915,Checkout Page,375
User_3604,Homepage,300
User_835,Category Page,183
User_635,Product Page,39
User_3906,Checkout Page,517
User_1344,Product Page,378
User_4433,Checkout Page,295
User_3858,Product Page,239
User_147,Cart Page,301
User_4036,Product Page,556
User_1360,Checkout Page,444
User_320,Cart Page,330
User_3562,Cart Page,44
User_2884,Product Page,574
User_386,Category Page,496
User_2276,Checkout Page,177
User_1801,Category Page,26
User_2499,Checkout Page,184
User_2835,Homepage,200
User_1839,Homepage,428
User_1276,Cart Page,232
User_515,Product Page,561
User_2870,Category Page,450
User_3614,Product Page,229
User_1143,Category Page,201
User_2545,Category Page,521
User_221,Homepage,576
User_4315,Cart Page,418
User_1223,Cart Page,343
User_2359,Product Page,278
User_1915,Cart Page,159
User_751,Checkout Page,352
User_4656,Product Page,78
User_4288,Homepage,199
User_2765,Homepage,412
User_4570,Checkout Page,540
User_3704,Product Page,142
User_2097,Cart Page,302
User_1610,Category Page,87
User_2082,Homepage,505
User_3602,Category Page,205
User_1357,Product Page,156
User_390,Checkout Page,300
User_1865,Homepage,359
User_2511,Checkout Page,40
User_4510,Checkout Page,382
User_897,Homepage,166
User_4022,Homepage,45
User_4908,Homepage,428
User_4771,Product Page,137
User_345,Category Page,491
User_2326,Product Page,397
User_1412,Homepage,474
User_4225,Cart Page,149
User_1637,Cart Page,226
User_2766,Homepage,275
User_40,Product Page,521
User_1004,Product Page,81
User_2820,Homepage,369
User_1520,Cart Page,39
User_3114,Product Page,409
User_2320,Cart Page,315
User_2959,Checkout Page,201
User_2467,Checkout Page,264
User_3864,Cart Page,305
User_978,Cart Page,262
User_4503,Checkout Page,200
User_3803,Product Page,281
User_1226,Product Page,408
User_32,Homepage,175
User_2051,Homepage,204
User_1165,Cart Page,80
User_1733,Cart Page,409
User_4198,Checkout Page,500
User_4386,Product Page,240
User_4755,Product Page,95
User_8,Homepage,334
User_3287,Category Page,24
User_4246,Checkout Page,168
User_3637,Product Page,42
User_520,Homepage,121
User_2650,Cart Page,136
User_1191,Product Page,447
User_2461,Checkout Page,378
User_300,Cart Page,515
User_4985,Checkout Page,135
User_3559,Homepage,230
User_466,Homepage,340
User_4607,Category Page,450
User_4487,Homepage,152
User_2599,Product Page,256
User_3505,Category Page,35
User_1863,Homepage,500
User_4873,Product Page,412
User_425,Category Page,368
User_478,Checkout Page,421
User_668,Homepage,567
User_4100,Product Page,398
User_375,Product Page,468
User_2840,Homepage,532
User_2175,Category Page,53
User_4822,Product Page,353
User_1184,Product Page,188
User_1305,Category Page,76
User_1576,Homepage,348
User_4005,Checkout Page,391
User_3504,Cart Page,342
User_3677,Product Page,425
User_1591,Homepage,446
User_1360,Product Page,379
User_374,Product Page,415
User_1014,Category Page,106
User_3900,Checkout Page,335
User_2924,Homepage,155
User_778,Category Page,165
User_822,Checkout Page,11
User_2331,Checkout Page,136
User_2033,Homepage,389
User_2680,Checkout Page,522
User_4824,Category Page,499
User_1039,Checkout Page,513
User_1542,Cart Page,575
User_1326,Cart Page,77
User_600,Checkout Page,201
User_789,Cart Page,376
User_3431,Product Page,350
User_4132,Cart Page,327
User_3485,Checkout Page,488
User_202,Product Page,457
User_4180,Checkout Page,550
User_1639,Category Page,127
User_457,Product Page,294
User_1242,Cart Page,36
User_1779,Category Page,192
User_2568,Product Page,340
User_3386,Cart Page,103
User_1301,Product Page,587
User_4954,Category Page,511
User_156,Checkout Page,323
User_2022,Product Page,389
User_2262,Cart Page,535
User_3741,Checkout Page,324
User_1250,Product Page,189
User_2311,Cart Page,485
User_4020,Cart Page,177
User_699,Cart Page,291
User_60,Homepage,63
User_4152,Product Page,135
User_4913,Product Page,401
User_654,Homepage,281
User_4119,Product Page,470
User_1862,Homepage,123
User_3152,Checkout Page,503
User_3224,Category Page,242
User_2912,Checkout Page,560
User_1295,Cart Page,255
User_4064,Product Page,204
User_110,Product Page,538
User_323,Cart Page,313
User_4513,Cart Page,190
User_2218,Category Page,426
User_644,Checkout Page,133
User_4526,Cart Page,283
User_4147,Product Page,556
User_1658,Homepage,407
User_214,Checkout Page,554
User_2305,Product Page,140
User_840,Product Page,582
User_2870,Category Page,284
User_4109,Checkout Page,573
User_1975,Cart Page,149
User_148,Product Page,288
User_3417,Cart Page,281
User_865,Cart Page,295
User_1074,Cart Page,395
User_936,Product Page,153
User_1400,Product Page,469
User_4418,Category Page,598
User_174,Homepage,306
User_3096,Checkout Page,422
User_1229,Homepage,147
User_1476,Homepage,410
User_2060,Cart Page,594
User_2754,Homepage,193
User_305,Product Page,304
User_1399,Homepage,269
User_687,Category Page,537
User_998,Checkout Page,188
User_4424,Checkout Page,63
User_2630,Product Page,94
User_3154,Homepage,317
User_4011,Cart Page,245
User_3975,Product Page,210
User_4948,Cart Page,50
User_3910,Product Page,34
User_1796,Homepage,461
User_2723,Product Page,351
User_2424,Product Page,148
User_4564,Category Page,450
User_2512,Cart Page,257
User_1942,Product Page,34
User_900,Cart Page,514
User_1595,Homepage,529
User_1096,Checkout Page,379
User_4479,Product Page,339
User_3893,Homepage,525
User_293,Category Page,571
User_4958,Category Page,123
User_2648,Cart Page,79
User_3835,Cart Page,270
User_4999,Checkout Page,42
User_4870,Cart Page,371
User_501,Homepage,431
User_3285,Product Page,403
User_1333,Checkout Page,78
User_4082,Cart Page,390
User_4587,Checkout Page,417
User_280,Category Page,89
User_4982,Homepage,354
User_1098,Cart Page,268
User_4233,Product Page,253
User_3987,Category Page,235
User_1775,Category Page,332
User_4197,Product Page,522
User_4227,Cart Page,254
User_881,Homepage,15
User_2963,Homepage,399
User_4032,Category Page,86
User_3489,Homepage,536
User_4570,Homepage,256
User_142,Homepage,365
User_3503,Category Page,193
User_4738,Cart Page,263
User_2819,Category Page,83
User_2816,Checkout Page,240
User_942,Checkout Page,129
User_4941,Checkout Page,571
User_4409,Product Page,242
User_2462,Category Page,270
User_1546,Cart Page,222
User_2453,Category Page,533
User_452,Category Page,60
User_1164,Homepage,387
User_1095,Checkout Page,36
User_2633,Product Page,238
User_4,Category Page,485
User_4590,Homepage,45
User_1008,Category Page,487
User_653,Product Page,73
User_3585,Checkout Page,54
User_4594,Cart Page,564
User_4222,Category Page,429
User_1618,Category Page,229
User_110,Cart Page,262
User_2934,Cart Page,455
User_4587,Cart Page,493
User_3872,Checkout Page,209
User_4233,Cart Page,83
User_4304,Product Page,426
User_4803,Homepage,507
User_1868,Checkout Page,404
User_4710,Cart Page,229
User_1978,Cart Page,396
User_506,Cart Page,303
User_1509,Cart Page,126
User_683,Product Page,585
User_788,Category Page,186
User_4744,Cart Page,155
User_3960,Product Page,415
User_4804,Cart Page,311
User_3246,Checkout Page,142
User_872,Checkout Page,488
User_4844,Homepage,81
User_3468,Cart Page,139
User_4645,Cart Page,503
User_3935,Checkout Page,549
User_1117,Product Page,44
User_2945,Category Page,126
User_877,Checkout Page,127
User_1535,Category Page,519
User_3443,Homepage,535
User_637,Category Page,471
User_3645,Checkout Page,280
User_4744,Product Page,591
User_4744,Product Page,596
User_1959,Checkout Page,296
User_4972,Cart Page,308
User_4826,Product Page,308
User_162,Product Page,450
User_3012,Category Page,95
User_4606,Checkout Page,367
User_4838,Cart Page,138
User_1105,Homepage,563
User_2828,Cart Page,448
User_4684,Cart Page,412
User_704,Product Page,25
User_3727,Homepage,195
User_1190,Cart Page,59
User_4912,Checkout Page,27
User_840,Product Page,246
User_4427,Product Page,327
User_444,Checkout Page,334
User_3545,Checkout Page,510
User_3196,Homepage,171
User_4434,Homepage,118
User_2234,Cart Page,167
User_1327,Category Page,416
User_1248,Cart Page,116
User_339,Cart Page,210
User_1284,Homepage,370
User_541,Product Page,498
User_7,Cart Page,392
User_1930,Homepage,351
User_3663,Homepage,309
User_4846,Checkout Page,350
User_4423,Category Page,280
User_2466,Checkout Page,480
User_1894,Homepage,255
User_2731,Homepage,18
User_508,Homepage,581
User_2398,Cart Page,463
User_4321,Product Page,515
User_3255,Checkout Page,211
User_3436,Category Page,428
User_814,Cart Page,183
User_369,Cart Page,483
User_4229,Checkout Page,242
User_1475,Homepage,317
User_1594,Product Page,519
User_4759,Product Page,292
User_372,Product Page,416
User_851,Product Page,261
User_1878,Category Page,230
User_3660,Category Page,477
User_2736,Cart Page,560
User_4491,Homepage,446
User_466,Homepage,313
User_2971,Cart Page,532
User_3069,Homepage,368
User_2414,Category Page,372
User_155,Checkout Page,284
User_4713,Homepage,16
User_825,Category Page,394
User_4449,Homepage,544
User_786,Cart Page,114
User_507,Checkout Page,299
User_1028,Cart Page,580
User_950,Checkout Page,324
User_3486,Category Page,76
User_3611,Product Page,328
User_3650,Category Page,507
User_1327,Product Page,260
User_1408,Checkout Page,389
User_1188,Checkout Page,160
User_249,Checkout Page,98
User_2859,Checkout Page,475
User_4200,Cart Page,335
User_768,Product Page,323
User_1805,Homepage,196
User_2139,Product Page,412
User_1473,Product Page,204
User_3311,Homepage,472
User_3002,Category Page,337
User_999,Cart Page,22
User_129,Cart Page,472
User_855,Checkout Page,355
User_1460,Homepage,544
User_410,Cart Page,320
User_4219,Checkout Page,66
User_1542,Product Page,48
User_1988,Cart Page,264
User_2446,Checkout Page,294
User_3306,Product Page,431
User_456,Cart Page,192
User_2721,Cart Page,59
User_925,Category Page,205
User_4428,Category Page,316
User_1848,Homepage,137
User_2229,Checkout Page,12
User_1317,Checkout Page,87
User_2326,Checkout Page,573
User_1132,Homepage,232
User_1343,Product Page,15
User_309,Homepage,320
User_3762,Checkout Page,30
User_3338,Product Page,168
User_429,Category Page,92
User_1719,Cart Page,532
User_2708,Category Page,276
User_4854,Cart Page,552
User_2949,Homepage,394
User_2769,Category Page,218
User_4204,Checkout Page,396
User_4093,Checkout Page,51
User_2094,Checkout Page,508
User_2678,Checkout Page,294
User_4335,Checkout Page,175
User_2375,Cart Page,173
User_4409,Product Page,74
User_2382,Homepage,78
User_395,Homepage,474
User_4514,Category Page,95
User_3572,Category Page,401
User_2511,Checkout Page,372
User_4503,Category Page,251
User_4003,Homepage,462
User_3388,Cart Page,211
User_3102,Product Page,586
User_602,Cart Page,588
User_3786,Category Page,85
User_865,Checkout Page,387
User_4922,Homepage,168
User_4861,Category Page,596
User_4043,Homepage,75
User_631,Cart Page,315
User_2117,Product Page,229
User_4942,Product Page,176
User_2177,Cart Page,198
User_4987,Cart Page,495
User_3137,Homepage,495
User_4171,Category Page,237
User_1290,Cart Page,254
User_4555,Homepage,310
User_4571,Checkout Page,171
User_336,Checkout Page,476
User_1941,Cart Page,177
User_1987,Product Page,231
User_1631,Product Page,108
User_1382,Category Page,217
User_2291,Checkout Page,385
User_4368,Homepage,208
User_3933,Homepage,252
User_3116,Category Page,592
User_2613,Cart Page,189
User_2098,Homepage,552
User_2073,Cart Page,596
User_741,Checkout Page,527
User_2940,Checkout Page,71
User_3792,Cart Page,436
User_4699,Cart Page,477
User_4625,Cart Page,238
User_2814,Product Page,585
User_505,Cart Page,122
User_1431,Cart Page,352
User_2679,Product Page,175
User_1720,Cart Page,458
User_2055,Category Page,484
User_1916,Checkout Page,231
User_2428,Checkout Page,220
User_3045,Product Page,24
User_188,Homepage,535
User_1378,Homepage,528
User_720,Homepage,425
User_3044,Cart Page,290
User_3469,Checkout Page,228
User_194,Cart Page,69
User_4448,Homepage,388
User_1658,Product Page,455
User_1188,Checkout Page,298
User_3729,Checkout Page,384
User_4605,Category Page,268
User_4486,Homepage,557
User_102,Homepage,311
User_4087,Category Page,209
User_1516,Checkout Page,120
User_1402,Checkout Page,81
User_2459,Product Page,365
User_3481,Product Page,128
User_492,Cart Page,564
User_4345,Cart Page,509
User_672,Category Page,595
User_4872,Cart Page,450
User_2216,Product Page,55
User_4130,Product Page,542
User_1348,Category Page,464
User_2084,Category Page,39
User_3228,Homepage,68
User_940,Checkout Page,163
User_1057,Checkout Page,22
User_4120,Category Page,68
User_3705,Category Page,523
User_3798,Cart Page,590
User_4336,Homepage,22
User_4106,Cart Page,58
User_2577,Checkout Page,283
User_795,Cart Page,431
User_1556,Category Page,11
User_2534,Product Page,201
User_679,Checkout Page,45
User_4257,Homepage,44
User_4397,Checkout Page,161
User_145,Cart Page,472
User_964,Category Page,335
User_4165,Checkout Page,372
User_4185,Category Page,181
User_1248,Cart Page,198
User_2283,Product Page,302
User_4591,Checkout Page,425
User_3524,Product Page,494
User_1370,Checkout Page,46
User_4118,Product Page,222
User_2526,Cart Page,149
User_3178,Checkout Page,299
User_620,Cart Page,59
User_153,Homepage,240
User_1863,Checkout Page,132
User_2971,Homepage,376
User_888,Category Page,80
User_4353,Product Page,584
User_2935,Checkout Page,234
User_1749,Cart Page,56
User_818,Checkout Page,255
User_4473,Checkout Page,92
User_3745,Category Page,192
User_3445,Product Page,104
User_1426,Cart Page,366
User_1933,Checkout Page,66
User_815,Cart Page,545
User_2862,Product Page,299
User_4825,Category Page,71
User_4286,Product Page,224
User_3237,Cart Page,390
User_3389,Homepage,235
User_1346,Checkout Page,532
User_2048,Product Page,34
User_101,Homepage,439
User_3902,Cart Page,541
User_3838,Category Page,96
User_45,Checkout Page,518
User_4558,Checkout Page,360
User_3237,Cart Page,287
User_3006,Category Page,105
User_43,Homepage,252
User_1262,Homepage,220
User_4026,Cart Page,87
User_1528,Product Page,367
User_4836,Homepage,244
User_3214,Product Page,91
User_2120,Cart Page,380
User_1883,Cart Page,295
User_1744,Homepage,35
User_1260,Cart Page,43
User_2334,Category Page,383
User_3386,Cart Page,138
User_4122,Checkout Page,343
User_1986,Homepage,587
User_512,Checkout Page,499
User_2558,Category Page,138
User_3312,Checkout Page,61
User_4217,Checkout Page,65
User_1872,Homepage,392
User_3237,Checkout Page,212
User_3046,Homepage,169
User_1493,Homepage,256
User_541,Checkout Page,121
User_320,Cart Page,462
User_4942,Category Page,353
User_3203,Checkout Page,559
User_4308,Cart Page,343
User_1306,Category Page,349
User_3556,Homepage,275
User_4462,Product Page,384
User_1494,Category Page,547
User_750,Cart Page,39
User_3828,Checkout Page,540
User_4499,Cart Page,400
User_4028,Product Page,49
User_4012,Cart Page,95
User_3001,Cart Page,291
User_3303,Cart Page,593
User_3404,Cart Page,23
User_3607,Checkout Page,375
User_3278,Cart Page,442
User_4988,Product Page,287
User_1298,Cart Page,370
User_2093,Product Page,41
User_1942,Homepage,10
User_177,Homepage,128
User_3541,Category Page,20
User_2861,Cart Page,382
User_950,Category Page,166
User_3633,Homepage,253
User_1112,Category Page,250
User_2674,Category Page,235
User_3925,Product Page,159
User_4533,Cart Page,157
User_3360,Cart Page,597
User_2537,Homepage,434
User_4228,Category Page,459
User_4204,Cart Page,379
User_4383,Category Page,344
User_906,Category Page,291
User_489,Homepage,268
User_640,Homepage,401
User_1294,Checkout Page,107
User_4042,Cart Page,323
User_3815,Homepage,467
User_916,Checkout Page,452
User_3399,Homepage,128
User_1679,Category Page,475
User_447,Category Page,112
User_1777,Checkout Page,413
User_3722,Category Page,31
User_1536,Category Page,544
User_3941,Category Page,360
User_1657,Cart Page,329
User_1303,Cart Page,240
User_1471,Homepage,386
User_4257,Cart Page,296
User_2353,Checkout Page,207
User_4332,Checkout Page,525
User_2918,Homepage,467
User_4722,Category Page,576
User_357,Homepage,422
User_4448,Category Page,546
User_2503,Checkout Page,559
User_4338,Homepage,245
User_1909,Homepage,316
User_1492,Product Page,350
User_271,Homepage,305
User_4272,Category Page,203
User_687,Checkout Page,355
User_1002,Homepage,247
User_2046,Checkout Page,147
User_2848,Category Page,71
User_4534,Product Page,507
User_2288,Category Page,187
User_1582,Category Page,57
User_3579,Checkout Page,318
User_3895,Homepage,266
User_2438,Product Page,47
User_3156,Checkout Page,453
User_885,Category Page,256
User_3173,Cart Page,223
User_24,Cart Page,375
User_1368,Category Page,165
User_3806,Category Page,262
User_844,Cart Page,458
User_3823,Category Page,544
User_2448,Checkout Page,228
User_3818,Product Page,471
User_441,Category Page,85
User_3073,Product Page,289
User_3168,Homepage,419
User_2017,Checkout Page,96
User_4827,Product Page,69
User_1917,Homepage,446
User_189,Product Page,113
User_998,Checkout Page,449
User_1866,Checkout Page,436
User_71,Cart Page,145
User_1612,Product Page,182
User_4167,Product Page,352
User_953,Homepage,450
User_3384,Cart Page,104
User_3134,Homepage,479
User_1245,Product Page,295
User_3468,Product Page,528
User_1722,Checkout Page,279
User_645,Category Page,441
User_1918,Homepage,204
User_2944,Product Page,166
User_836,Category Page,150
User_4120,Cart Page,475
User_1492,Category Page,379
User_1455,Homepage,406
User_3640,Cart Page,435
User_2982,Checkout Page,545
User_1690,Cart Page,153
User_4440,Homepage,452
User_4978,Product Page,120
User_1714,Cart Page,67
User_4507,Checkout Page,249
User_1797,Cart Page,99
User_943,Category Page,208
User_4741,Homepage,18
User_4592,Checkout Page,264
User_2017,Category Page,368
User_1143,Homepage,60
User_3636,Cart Page,238
User_657,Homepage,140
User_3671,Homepage,522
User_2949,Homepage,52
User_845,Category Page,425
User_1833,Homepage,189
User_3253,Cart Page,590
User_187,Product Page,424
User_4383,Product Page,569
User_1279,Product Page,574
User_2674,Checkout Page,105
User_243,Product Page,366
User_4974,Homepage,282
User_3310,Product Page,165
User_3268,Checkout Page,407
User_99,Product Page,320
User_3449,Homepage,268
User_2084,Checkout Page,334
